Stimulus Family,Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
Facial expression,All 35 participants,Neutral Happy,CP,Social Phobia,Social Phobia Raw,35,0.07139144884255244,-0.26823670267493205,0.395234976403018,0.6836119112317399,0.2266543666825147,0.19042475518746016,P25,0.31196909653541294,-0.07980128579970447,0.31196909653541294,0.8908783876306805,1.0,1.0,0.7216095986051122,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,CP,Panic Disorder,Panic Disorder Raw,35,0.2219618398947158,-0.1201737160363185,0.5169691984267035,0.20001458343912037,0.5033857310608882,0.0020526046535295044,P8,0.30477444700802875,0.1522208773520962,0.30477444700802875,0.5163560122720237,1.0,1.0,0.07389376752706216,0.3591835754810268,0.14573493040059482
Facial expression,All 35 participants,Neutral Happy,CP,Major Depression,Major Depression Raw,35,0.25574206704025143,-0.08472519590913956,0.5427340180027835,0.1381199338529799,0.4708493862628143,0.004307430556926399,P20,0.37554312683667523,0.15377120240949355,0.37554312683667523,0.4582051347418783,1.0,1.0,0.10337833336623359,0.5025024524856513,0.3015201389848479
Facial expression,All 35 participants,Neutral Happy,CP,Separation Anxiety,Separation Anxiety Raw,35,0.18805047445977088,-0.15490342979545638,0.49055530587185725,0.27933905156815364,0.15593791614240313,0.37104023615388004,P20,0.10809613770061918,0.10809613770061918,0.21531721367537537,0.588858208505297,1.0,1.0,0.9212033449337711,1.0,1.0
Facial expression,All 35 participants,Neutral Happy,CP,Generalized Anxiety,Generalized Anxiety Raw,35,0.24690984417993755,-0.09407757774556766,0.536049262452733,0.15273504491395942,0.5215710474591225,0.0013129012339561361,P25,0.2692598545978937,0.23119944827250172,0.2692598545978937,0.4582051347418783,1.0,1.0,0.07389376752706216,0.3591835754810268,0.0945288888448418
Facial expression,All 35 participants,Neutral Happy,CP,Obsessive Compulsive,Obsessive Compulsive Raw,35,0.2891611363940362,-0.048786577925660136,0.5677027383376365,0.09203117096064285,0.42128686382125036,0.011722431190999078,P20,0.24018449048580648,0.24018449048580648,0.323887923041545,0.4141402693228929,1.0,1.0,0.2110037614379834,1.0,0.8088477521789363
Facial expression,All 35 participants,Neutral Sad,LOT,Social Phobia,Social Phobia Raw,35,-0.37479647804653504,-0.6294277311099533,-0.04748019195148503,0.026530052855460055,-0.24336556224336925,0.15890470758167588,P27,-0.30291245454838084,-0.42032858309273163,-0.30291245454838084,0.27288054365616055,1.0,1.0,0.6730081732870978,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,LOT,Panic Disorder,Panic Disorder Raw,35,-0.31151541659287185,-0.5841232841344123,0.02424838794426502,0.06850862696637985,-0.31139741260961634,0.06861901607708192,P35,-0.37469843161373295,-0.37469843161373295,-0.25049745184165817,0.4020133413770234,1.0,1.0,0.4940569157549898,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,LOT,Major Depression,Major Depression Raw,35,-0.29728213810687293,-0.5736938405534099,0.0399191240235534,0.08286035080817533,-0.2471713091316895,0.15228688873463353,P20,-0.4000257062460295,-0.4000257062460295,-0.19532407758522144,0.4020133413770234,1.0,1.0,0.6730081732870978,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,LOT,Separation Anxiety,Separation Anxiety Raw,35,-0.4798153896357712,-0.7009778109050113,-0.17446529030433017,0.0035366334498691905,-0.2983469719802142,0.08171222431136155,P27,-0.3439170247927417,-0.5121286245989383,-0.3439170247927417,0.06423063708331196,0.3122129329047821,0.24756434149084333,0.5348436500380028,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,LOT,Generalized Anxiety,Generalized Anxiety Raw,35,-0.4152564214825975,-0.6575143153681758,-0.09518133323624704,0.013115006021717748,-0.36415039173320973,0.031511376550878246,P27,-0.290437261647074,-0.4508637445277462,-0.290437261647074,0.16151967481442442,0.7851164753391519,0.8918204094768069,0.270716296505749,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,LOT,Obsessive Compulsive,Obsessive Compulsive Raw,35,-0.2705708792062046,-0.5538761755730516,0.06888698508802404,0.11593440862574873,-0.3841396099505252,0.022710640578907287,P11,-0.36256118435675166,-0.36256118435675166,-0.2145470631275123,0.4582051347418783,1.0,1.0,0.270716296505749,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,ROT,Social Phobia,Social Phobia Raw,35,0.3334190914180991,0.00019411513853393142,0.5999992619232433,0.05031078730844411,0.2758049418614987,0.10877881563041972,P27,0.19458970306779033,0.19458970306779033,0.373673624736967,0.38475564670642015,1.0,1.0,0.6526728937825184,1.0,1.0
