Stimulus Family,Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
Facial expression,All 35 participants,Neutral Sad,ROT minus LOT,Generalized Anxiety,Generalized Anxiety Raw,35,0.506485367168897,0.20841625582271534,0.7184659899422109,0.0019053506343826953,0.20347080254042377,0.24105824702567333,P27,0.14699918548129015,0.14699918548129015,0.5752935494992156,0.007621402537530781,0.02365081773740748,0.019053506343826954,0.48211649405134666,1.0,1.0
Facial expression,All 35 participants,Neutral Sad,ROT minus LOT,Obsessive Compulsive,Obsessive Compulsive Raw,35,0.09582815133574919,-0.24525031495698016,0.41579648451433415,0.5839661806132711,0.2534837515086645,0.14175502436650433,P30,0.14873724139927663,0.05118191773303436,0.14873724139927663,0.6370540152144776,1.0,1.0,0.425265073099513,1.0,1.0
Facial expression,P27 omitted,Neutral Happy,ROT minus LOT,Social Phobia,Social Phobia Raw,34,-0.06354593476234083,-0.3932608287069532,0.2806506809222269,0.7210656493078021,-0.04780529433211989,0.7883319163231173,P26,-0.17042936584683788,-0.17042936584683788,0.025182457687495968,0.7866170719721478,1.0,1.0,0.8457112229377417,1.0,1.0
Facial expression,P27 omitted,Neutral Happy,ROT minus LOT,Panic Disorder,Panic Disorder Raw,34,-0.28507700955377396,-0.5684429503683495,0.058752633894028475,0.10221542163044896,-0.17812162434795045,0.31352225403850414,P8,-0.14143687578345412,-0.378565783027419,-0.14143687578345412,0.4003855044068019,1.0,1.0,0.6270445080770083,1.0,1.0
Facial expression,P27 omitted,Neutral Happy,ROT minus LOT,Major Depression,Major Depression Raw,34,0.07089152582416314,-0.27383893516714913,0.39948044588679793,0.6903314026204361,0.09503450352336391,0.5929078598454357,P26,-0.06231582193255619,-0.06231582193255619,0.16877668584618968,0.7866170719721478,1.0,1.0,0.7114894318145228,1.0,1.0
Facial expression,P27 omitted,Neutral Happy,ROT minus LOT,Separation Anxiety,Separation Anxiety Raw,34,-0.26263056750845787,-0.5517903063263359,0.08289747446639925,0.13346183480226728,-0.19153764236952728,0.27785171328070024,P26,-0.3927934073171896,-0.3927934073171896,-0.15997117376137723,0.4003855044068019,1.0,1.0,0.6270445080770083,1.0,1.0
Facial expression,P27 omitted,Neutral Happy,ROT minus LOT,Generalized Anxiety,Generalized Anxiety Raw,34,0.009055453382411233,-0.33012115571511896,0.34616112133037874,0.9594626983049204,0.03465890143261605,0.8457112229377417,P16,-0.10231850170961442,-0.10231850170961442,0.11218080901525754,0.9594626983049204,1.0,1.0,0.8457112229377417,1.0,1.0
Facial expression,P27 omitted,Neutral Happy,ROT minus LOT,Obsessive Compulsive,Obsessive Compulsive Raw,34,-0.14188733207797816,-0.4580739854948935,0.2061707318447461,0.42344773860120993,-0.10145905384530696,0.5680328323852452,P30,0.012473938356254426,-0.24510904934047517,0.012473938356254426,0.5645969848016132,1.0,1.0,0.7114894318145228,1.0,1.0
Facial expression,P27 omitted,Neutral Sad,ROT minus LOT,Social Phobia,Social Phobia Raw,34,0.45329155353752115,0.13596808464832177,0.6862617909330979,0.0070964822164235625,0.46564195344651393,0.005516202426757014,P23,0.41110869882257756,0.41110869882257756,0.4945890059496851,0.08515778659708276,0.26426255270085336,0.08515778659708276,0.06619442912108417,0.20541525928660828,0.06619442912108417
Facial expression,P27 omitted,Neutral Sad,ROT minus LOT,Panic Disorder,Panic Disorder Raw,34,0.17410386398287275,-0.1743254085249388,0.4837861879927121,0.3247387417239451,0.1479969784261375,0.4035494323482318,P20,0.0844184091700661,0.0844184091700661,0.24654712999352257,0.5645969848016132,1.0,1.0,0.6892582234620332,1.0,1.0
