Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
Workbook QC flags honored,Neutral Angry,Frontal,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.16070088268222207,-0.1876630889565768,0.473153737841599,0.3639256367001288,0.09262650053097175,0.602352150675306,P1,0.001112017799927481,0.001112017799927481,0.2243168034491059,0.8087236371113973,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Angry,PO,Social Phobia,Social Phobia Raw,34,0.2481623964723676,-0.09824829945922667,0.5409329920673696,0.15702545785916913,0.15352854141276964,0.38600307171309367,P13,0.1786955778990081,0.1786955778990081,0.2957167606096206,0.5768282125438866,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Angry,PO,Panic Disorder,Panic Disorder Raw,34,0.14274216066449155,-0.2053351687450552,0.4587631315126322,0.4206312536192174,0.12724190487785322,0.47330467667764964,P13,0.0413027916262815,0.0413027916262815,0.2382747643983265,0.8442521268190372,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Angry,PO,Major Depression,Major Depression Raw,34,0.11582482178690924,-0.23140452403259598,0.4368788564131199,0.514202312924539,0.14574025473120336,0.4108363487686175,P13,0.04832104486202365,0.04832104486202365,0.1710574469329762,0.8785790945733933,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Angry,PO,Separation Anxiety,Separation Anxiety Raw,34,0.10063839296985891,-0.24589573974581166,0.4243620107169454,0.5711836735531322,0.09703196268129387,0.5851231617106216,P27,0.2284506116049986,0.04771005652546154,0.2284506116049986,0.8882159380268246,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Angry,PO,Generalized Anxiety,Generalized Anxiety Raw,34,0.24280112639697796,-0.10389508640525671,0.5368848158795666,0.1664771656454,0.13118814392969985,0.459576426577317,P16,0.04970027221271275,0.04970027221271275,0.34501062718623093,0.581553508024124,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Angry,PO,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.040039264660971775,-0.30221844226352906,0.37315251243286335,0.8221159234202559,0.04608052036465429,0.7958046946336564,P30,0.13820835668671147,-0.043743670027034505,0.13820835668671147,0.9609147156860134,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Angry,CP,Social Phobia,Social Phobia Raw,34,-0.20606662929932137,-0.5087782825499502,0.14199386322165672,0.2423143251525839,-0.16563308709301797,0.3491898388242507,P25,-0.023224202261474376,-0.27451284197136294,-0.023224202261474376,0.6644120839992373,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Angry,CP,Panic Disorder,Panic Disorder Raw,34,0.02576259706626107,-0.3151486843225031,0.36078512512017946,0.8850066535643553,0.00401004791130204,0.9820428537081278,P35,0.0710814566370894,-0.014440741943017777,0.0710814566370894,0.9704266697631894,1.0,1.0,0.9842186210896053,1.0,1.0
Workbook QC flags honored,Neutral Angry,CP,Major Depression,Major Depression Raw,34,0.191135877258239,-0.15718988233799142,0.4971668956723877,0.27888003395061567,0.058296101892481356,0.743300402368754,P25,0.023468466707793824,0.023468466707793824,0.23559150489478659,0.6972000848765392,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Angry,CP,Separation Anxiety,Separation Anxiety Raw,34,0.09197255627986133,-0.2540960267758296,0.4171636454047133,0.6049280437616211,0.01024657525914463,0.9541358379118571,P27,0.19141557040940316,0.013519632207361553,0.19141557040940316,0.9131469798364417,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Angry,CP,Generalized Anxiety,Generalized Anxiety Raw,34,0.16196340772037054,-0.18641217198812404,0.4741591845752387,0.36011884492889923,0.055693079970155594,0.754402406364857,P27,0.2340276903303316,0.11141558040044927,0.2340276903303316,0.8087236371113973,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Angry,CP,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.16987853906221842,-0.1785439922285848,0.4804441179920329,0.3367993960220261,0.07478387480055007,0.6742370218403663,P30,0.24963577217074545,0.11349810326679742,0.24963577217074545,0.7772293754354448,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,LOT,Social Phobia,Social Phobia Raw,34,0.1609973698257866,-0.1873694293048922,0.47338992673059066,0.3630295170943944,0.1950517297589379,0.26896225688513403,P27,0.03980296940233653,0.03980296940233653,0.23262964600960323,0.8087236371113973,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,LOT,Panic Disorder,Panic Disorder Raw,34,0.27623440099293406,-0.06831257959653597,0.5619103662188171,0.11378467094822647,0.3596704511213984,0.03668357730649249,P7,0.3650241278722042,0.19972513411160295,0.3650241278722042,0.5039671236219685,1.0,1.0,0.5632685471350796,1.0,1.0
Workbook QC flags honored,Neutral Happy,LOT,Major Depression,Major Depression Raw,34,0.018110263140504037,-0.3220276185333821,0.35410731209841656,0.9190278574086126,-0.01886952771782949,0.915644966443659,P27,-0.16209739832848022,-0.16209739832848022,0.1277352082368609,0.9704266697631894,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,LOT,Separation Anxiety,Separation Anxiety Raw,34,0.2702515532128511,-0.07474508301614399,0.5574701615036478,0.12215157847557472,-0.02468493130612116,0.8897870080288444,P27,-0.02311093885102318,-0.02311093885102318,0.3803842375154664,0.5039671236219685,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,LOT,Generalized Anxiety,Generalized Anxiety Raw,34,0.0770145270559089,-0.26813437410470625,0.4046418650054098,0.6650765839716277,0.06141709096708825,0.7300561237658818,P27,-0.18121310571139385,-0.18121310571139385,0.2351596258874158,0.9131469798364417,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,LOT,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.08264906698223556,-0.26286342131543855,0.40937316164881754,0.6421511846039549,0.12210562130297281,0.4914895886545987,P30,0.011525483555317576,0.011525483555317576,0.13882706544907752,0.9131469798364417,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,ROT,Social Phobia,Social Phobia Raw,34,0.27271123378339857,-0.0721040099359781,0.5592976187639843,0.11865803942541422,0.06971605423434152,0.6952185565905085,P27,-0.06195145213123254,-0.06195145213123254,0.3021838668069359,0.5039671236219685,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,ROT,Panic Disorder,Panic Disorder Raw,34,0.19586325413670666,-0.15239629541656755,0.50085519183431,0.26693610832509923,0.012647074181798742,0.9434066355592714,P27,-0.19378365889602173,-0.19378365889602173,0.29507810890043257,0.696355065195911,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,ROT,Major Depression,Major Depression Raw,34,0.340498419924089,0.002636275952752743,0.6085882886384735,0.04878175878764346,0.020403635662368472,0.9088142710663621,P27,-0.02217522597041217,-0.02217522597041217,0.37283980397416056,0.32037262328452815,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,ROT,Separation Anxiety,Separation Anxiety Raw,34,0.5978072571104798,0.3254297587260714,0.7785773802379443,0.00018884810920734546,-0.21517808044203726,0.22165448075380575,P27,-0.31309266207147146,-0.31309266207147146,0.6526618332390616,0.01050509379847456,0.06064535730868828,0.03361496343890749,0.9278559659461636,1.0,1.0
Workbook QC flags honored,Neutral Happy,ROT,Generalized Anxiety,Generalized Anxiety Raw,34,0.47003633179915555,0.15679288967314353,0.6973570171690178,0.0050321048966998965,-0.022586637987896438,0.8991055125882186,P27,-0.11466048630878274,-0.11466048630878274,0.5577505222106269,0.06967529856969089,0.40223185612697926,0.8453936226455826,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,ROT,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.022100671059954658,-0.3184449853402976,0.3575938237519823,0.9012656242536803,-0.12303654090629919,0.48816742142166136,P27,-0.12273433656408081,-0.12273433656408081,0.07485044761398853,0.9704266697631894,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,O,Social Phobia,Social Phobia Raw,34,0.12044215137420766,-0.22696780995044208,0.44066002864063164,0.49745465603134337,0.14923832269065634,0.3995727900822875,P27,0.07553629091931274,0.07553629091931274,0.15580085953775885,0.8778611577023707,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,O,Panic Disorder,Panic Disorder Raw,34,0.2318609931997688,-0.11534891713269102,0.528581937229179,0.18701341421883877,0.3132464349174786,0.0712452622369736,P4,0.17145114287408533,0.17145114287408533,0.2699265865979594,0.5859058436648759,1.0,1.0,0.6544798413215045,1.0,1.0
Workbook QC flags honored,Neutral Happy,O,Major Depression,Major Depression Raw,34,0.06768619416507685,-0.2768155764954686,0.3967701604791702,0.703686286597455,0.027613943001701693,0.8768037653692367,P27,0.008517975223204365,0.008517975223204365,0.0984388307824601,0.9131469798364417,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,O,Separation Anxiety,Separation Anxiety Raw,34,0.1302095868745284,-0.21753468864905287,0.4486214005009155,0.46296070901386466,-0.06178995383544792,0.7284788664818751,P27,0.025724829362531353,0.025724829362531353,0.16464744214349478,0.8519163345440006,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,O,Generalized Anxiety,Generalized Anxiety Raw,34,0.11712054490032142,-0.23016094172530813,0.4379410820382957,0.5094745514068568,0.10581685194329561,0.5514356705098059,P4,0.203718458882761,0.0379150146638624,0.203718458882761,0.8785790945733933,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,O,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.07287084140879288,-0.27199753342083266,0.4011512030752412,0.682129978640784,0.008843736231600318,0.9604097133930894,P29,-0.013132105825541852,-0.013132105825541852,0.10683805152235532,0.9131469798364417,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,Frontal,Social Phobia,Social Phobia Raw,34,-0.005953057051690967,-0.3434273942664839,0.332882773479097,0.9733445651839128,-0.033555639290814926,0.8505665454284596,P18,-0.11510831590258012,-0.11510831590258012,0.06620173956659635,0.9828468428527923,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,Frontal,Panic Disorder,Panic Disorder Raw,34,-0.06733560317909199,-0.39647336785210896,0.2771407532910273,0.7051523899848078,0.04303089874051036,0.8090608782101854,P8,0.11182037955056362,-0.14015206362985688,0.11182037955056362,0.9131469798364417,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,Frontal,Major Depression,Major Depression Raw,34,0.017942327135527056,-0.32217818005565396,0.3539603774402371,0.9197762841432253,-0.014420614678666439,0.9354858407138427,P8,0.09254638288089363,-0.05127960939290311,0.09254638288089363,0.9704266697631894,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,Frontal,Separation Anxiety,Separation Anxiety Raw,34,-0.3208931948868723,-0.5945421128851374,0.01937498012398437,0.06425566975655361,-0.3080182623354992,0.07635598148750886,P4,-0.38461139670270095,-0.38461139670270095,-0.2617858491108095,0.34017707518175444,1.0,1.0,0.6544798413215045,1.0,1.0
Workbook QC flags honored,Neutral Happy,Frontal,Generalized Anxiety,Generalized Anxiety Raw,34,-0.06755980509909867,-0.39666317380827837,0.27693281276784565,0.7042147005414974,-0.008508664995440438,0.9619086020152197,P27,0.031686390097235985,-0.12497036447548739,0.031686390097235985,0.9131469798364417,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,Frontal,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.10811219937041637,-0.23878337981652775,0.4305375155053927,0.5427858844432797,0.023428143350379793,0.8953667324167502,P11,-0.004906315569453133,-0.004906315569453133,0.1782005978884929,0.88486561602393,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,PO,Social Phobia,Social Phobia Raw,34,0.016117892140619924,-0.3238127528399401,0.3523630286900874,0.927911323572384,-0.010112658416409978,0.9547346392741982,P23,0.09364588991901493,-0.05512620262993566,0.09364588991901493,0.9704266697631894,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,PO,Panic Disorder,Panic Disorder Raw,34,0.20047698672479733,-0.14770209153429867,0.5044441740568968,0.2556072107947486,0.32018690245627063,0.06487774010617614,P4,0.10929175768229325,0.10929175768229325,0.27184196870134447,0.6766073226919815,1.0,1.0,0.6544798413215045,1.0,1.0
Workbook QC flags honored,Neutral Happy,PO,Major Depression,Major Depression Raw,34,0.1384283678387643,-0.2095465661795455,0.45528155049684566,0.4349510142507732,0.12487638668547321,0.4816356537482942,P27,0.061840422553834616,0.061840422553834616,0.16810295599599714,0.8442521268190372,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,PO,Separation Anxiety,Separation Anxiety Raw,34,0.1224092586255677,-0.22507325935920802,0.44226746598359507,0.49040473151011066,-0.08678538742214924,0.6255244571206311,P27,-0.040128430820188785,-0.040128430820188785,0.17860293790166065,0.8739886304140586,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,PO,Generalized Anxiety,Generalized Anxiety Raw,34,0.19292595308899022,-0.15537666412316528,0.49856481388237817,0.27431726816938246,0.23452974787432188,0.18184707399126127,P27,0.09082307878752217,0.09082307878752217,0.27660700239334846,0.6972000848765392,1.0,1.0,0.8593401613673453,1.0,1.0
Workbook QC flags honored,Neutral Happy,PO,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.18711190657756166,-0.16125732036621965,0.4940186583916828,0.2893152628202802,0.17656441809756426,0.31784038384140634,P4,0.24827552271886352,0.1426678042066735,0.24827552271886352,0.7037398284817626,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,CP,Social Phobia,Social Phobia Raw,34,-0.07980128579970447,-0.40698408748325127,0.2655300202561114,0.6536991167136376,0.1778908548704846,0.3141598458287973,P25,0.27895679878427393,-0.11472763828191096,0.27895679878427393,0.9131469798364417,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,CP,Panic Disorder,Panic Disorder Raw,34,0.1522208773520962,-0.19603594282195003,0.46637929097816183,0.39011045231759645,0.46686211644274145,0.005377934825655152,P25,0.312988037807776,0.1221841688852616,0.312988037807776,0.8359509692519924,1.0,1.0,0.18674308398438144,1.0,0.9572723989666171
Workbook QC flags honored,Neutral Happy,CP,Major Depression,Major Depression Raw,34,0.37554312683667523,0.042814718785353284,0.6332843674228797,0.028619905860391065,0.5010396546864319,0.0025416738438997387,P8,0.41282897800462615,0.35611933904474397,0.41282897800462615,0.214649293952933,1.0,1.0,0.18674308398438144,1.0,0.45495961805805324
Workbook QC flags honored,Neutral Happy,CP,Separation Anxiety,Separation Anxiety Raw,34,0.10809613770061918,-0.23879870472597825,0.4305242762555093,0.5428461867896897,0.09221917733230167,0.6039560484994677,P25,0.03842316495760628,0.03842316495760628,0.14691648772461405,0.88486561602393,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Happy,CP,Generalized Anxiety,Generalized Anxiety Raw,34,0.23119944827250172,-0.11603857734898838,0.5280780389619312,0.18830987734112004,0.514696880724188,0.001842883463935211,P25,0.36196272846240646,0.20989766052243808,0.36196272846240646,0.5859058436648759,1.0,1.0,0.18674308398438144,1.0,0.331719023508338
Workbook QC flags honored,Neutral Happy,CP,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.24018449048580648,-0.10664297990714168,0.5349041222024298,0.17123519958488095,0.38090127102769794,0.026251147880948136,P25,0.29577501395726513,0.2245726241407379,0.29577501395726513,0.581553508024124,1.0,1.0,0.5250229576189627,1.0,1.0
Workbook QC flags honored,Neutral Sad,LOT,Social Phobia,Social Phobia Raw,34,-0.32852801477220944,-0.600032012730845,0.010842219978881169,0.05782632128960416,-0.19244695410622623,0.27553341265444625,P27,-0.2363747890458804,-0.3786309995973749,-0.2363747890458804,0.32037262328452815,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,LOT,Panic Disorder,Panic Disorder Raw,34,-0.2692833360621476,-0.5567500455044933,0.07578337680514388,0.12354755073777107,-0.26188697513041787,0.13460535734251886,P35,-0.3510739086541076,-0.3510739086541076,-0.19298409200861028,0.5039671236219685,1.0,1.0,0.8050267218756398,1.0,1.0
Workbook QC flags honored,Neutral Sad,LOT,Major Depression,Major Depression Raw,34,-0.4000257062460295,-0.6502313730976585,-0.07153720151601534,0.019072452622651375,-0.2727643925390312,0.11858336931283837,P27,-0.2942850951068212,-0.4491938735689798,-0.2942850951068212,0.1732909181765979,1.0,1.0,0.7951273523993714,1.0,1.0
Workbook QC flags honored,Neutral Sad,LOT,Separation Anxiety,Separation Anxiety Raw,34,-0.4843487479455513,-0.7067549576241244,-0.17481622248291104,0.0036999259749056915,-0.2529041075325243,0.1489942039088695,P27,-0.2958499763217927,-0.5222616923264752,-0.2958499763217927,0.055498889623585373,0.32039218840164246,0.6252874897590619,0.8081079487124437,1.0,1.0
Workbook QC flags honored,Neutral Sad,LOT,Generalized Anxiety,Generalized Anxiety Raw,34,-0.4372456524775954,-0.6755269367389531,-0.11627212315582935,0.009714593807024226,-0.3581374448080839,0.03755123647567197,P27,-0.2843143513433222,-0.4817263663234124,-0.2843143513433222,0.11657512568429071,0.672982106209813,1.0,0.5632685471350796,1.0,1.0
Workbook QC flags honored,Neutral Sad,LOT,Obsessive Compulsive,Obsessive Compulsive Raw,34,-0.2145470631275123,-0.5153246883528473,0.1332890851974142,0.22304525465756678,-0.34475055976519137,0.04585570846901122,P11,-0.3302286624740617,-0.3302286624740617,-0.16962234558626874,0.6475507393284197,1.0,1.0,0.6349251941863092,1.0,1.0
Workbook QC flags honored,Neutral Sad,ROT,Social Phobia,Social Phobia Raw,34,0.32740956344959987,-0.012095311140396449,0.5992293737684392,0.05873498093549682,0.25649379074348944,0.14311586166678042,P27,0.17702237117770164,0.17702237117770164,0.3682798063270497,0.32037262328452815,1.0,1.0,0.8050267218756398,1.0,1.0
Workbook QC flags honored,Neutral Sad,ROT,Panic Disorder,Panic Disorder Raw,34,0.18151055686981402,-0.16689954219429146,0.48962288640228424,0.30425249211635186,-0.07572821247881929,0.6703532787438247,P27,-0.10393306126930914,-0.10393306126930914,0.26168493032136475,0.7302059810792444,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,ROT,Major Depression,Major Depression Raw,34,0.3367250500761727,-0.0016257724459332837,0.6058978494506061,0.05150158823958334,0.07471105689904847,0.6745368424814413,P27,0.02862457944798806,0.02862457944798806,0.3797358640133032,0.32037262328452815,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,ROT,Separation Anxiety,Separation Anxiety Raw,34,0.5909385072434797,0.3159009097631298,0.7743598930222528,0.00023344652885499024,0.07793607242561522,0.6613059106790729,P27,-0.061103184108699214,-0.061103184108699214,0.6447726744054795,0.01050509379847456,0.06064535730868828,0.04132003560733327,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,ROT,Generalized Anxiety,Generalized Anxiety Raw,34,0.4098326757753755,0.0831974212678142,0.6569506888024272,0.016078229594970114,-0.08539605595423858,0.6310894621968508,P27,-0.1787057249970637,-0.1787057249970637,0.4758937289187416,0.17024007806438946,0.9827870707801835,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,ROT,Obsessive Compulsive,Obsessive Compulsive Raw,34,-0.01728954066493669,-0.353389068011959,0.3227632665379364,0.9226861416131943,-0.08021423915328711,0.652019581179577,P27,-0.16790580237974106,-0.16790580237974106,0.0373835223942179,0.9704266697631894,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,O,Social Phobia,Social Phobia Raw,34,-0.14082489896827,-0.45721694270950375,0.20720851365823378,0.4269628393222157,-0.0891752605810698,0.6159992632440223,P26,-0.19073324171734077,-0.19073324171734077,-0.09111835895510353,0.8442521268190372,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,O,Panic Disorder,Panic Disorder Raw,34,0.0900712770862586,-0.25588853358236435,0.4155788517500558,0.612443759717386,-0.05321025113073862,0.7650370403583119,P35,-0.11186713211657552,-0.11186713211657552,0.14248804213915564,0.9131469798364417,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,O,Major Depression,Major Depression Raw,34,0.011988216319117319,-0.3275051885377084,0.3487401203031658,0.9463505535259229,-0.009511469256141694,0.9574231167743904,P35,-0.0710748265678903,-0.0710748265678903,0.08108988845501654,0.9789833312337133,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,O,Separation Anxiety,Separation Anxiety Raw,34,0.00448300406573009,-0.33418932401176427,0.3421300332167174,0.9799253413141995,0.04828310463021182,0.7862649956296442,P27,-0.08877231767457287,-0.08877231767457287,0.05168391700213308,0.9828468428527923,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,O,Generalized Anxiety,Generalized Anxiety Raw,34,-0.04672673088465313,-0.3789052043598687,0.29611803972482886,0.7930027865061743,-0.027846539985077797,0.8757740541811645,P29,0.10636978404851787,-0.12570565282141943,0.10636978404851787,0.9609147156860134,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,O,Obsessive Compulsive,Obsessive Compulsive Raw,34,-0.25749880855927526,-0.5479504776857249,0.08836113500734427,0.14150086492450406,-0.1982858755085124,0.26094709968632546,P29,-0.12712473570304225,-0.3133702047177155,-0.12712473570304225,0.5419182060938453,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,Frontal,Social Phobia,Social Phobia Raw,34,-0.01504742686616704,-0.3514248906794833,0.32477087506222346,0.9326878548279542,0.12487600923294141,0.48163698910832087,P27,-0.13628876140963583,-0.13628876140963583,0.10617770343175648,0.9704266697631894,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,Frontal,Panic Disorder,Panic Disorder Raw,34,0.0488807235292455,-0.2941471631998574,0.3807526619442076,0.7836818237628738,0.03454810508198681,0.8461985752974789,P27,-0.04041015695198498,-0.04041015695198498,0.1333146530318764,0.9609147156860134,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,Frontal,Major Depression,Major Depression Raw,34,0.11539988702313415,-0.23181211218094663,0.43653030249187313,0.5157575070569311,0.16583706880466406,0.348588288966282,P27,-0.01596651419736067,-0.01596651419736067,0.22781269690765815,0.8785790945733933,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,Frontal,Separation Anxiety,Separation Anxiety Raw,34,0.10032062678179633,-0.24619731344802517,0.4240987757088264,0.5724058267283981,-0.03368949744294523,0.8499771606340294,P27,-0.19661671351961893,-0.19661671351961893,0.15684348179627083,0.8882159380268246,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,Frontal,Generalized Anxiety,Generalized Anxiety Raw,34,0.2014630005566868,-0.14669684134478195,0.5052098257870028,0.25322799154423836,0.1901299868981145,0.28146541557518723,P27,0.022951888775953506,0.022951888775953506,0.29533690979944915,0.6766073226919815,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,Frontal,Obsessive Compulsive,Obsessive Compulsive Raw,34,-0.05344556426120717,-0.3846591416520941,0.28996072597852185,0.76402728471413,0.035995557995285504,0.8398362425847815,P18,-0.12617100158210937,-0.12617100158210937,-0.0014115334857069325,0.9550341058926624,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,PO,Social Phobia,Social Phobia Raw,34,-0.1380567736710401,-0.45498118984813896,0.20990873697091456,0.4361969321898359,-0.17574574550942795,0.32012537084643367,P4,-0.20890418655601195,-0.20890418655601195,-0.09917098679542137,0.8442521268190372,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,PO,Panic Disorder,Panic Disorder Raw,34,-0.21662028409945186,-0.5169197735448027,0.13115282340681148,0.21849808243355617,-0.25679729893530373,0.14262673165157785,P8,-0.30717865118430315,-0.30717865118430315,-0.14931536231727013,0.6447484399678707,1.0,1.0,0.8050267218756398,1.0,1.0
Workbook QC flags honored,Neutral Sad,PO,Major Depression,Major Depression Raw,34,-0.0687509830432665,-0.39767113534589404,0.27582748975635757,0.6992399918911726,0.027767353796155594,0.8761245905211953,P6,-0.019240658754369384,-0.10805382398964353,-0.019240658754369384,0.9131469798364417,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,PO,Separation Anxiety,Separation Anxiety Raw,34,-0.1465509081473134,-0.46182905515553085,0.20160608256357546,0.40821024446386633,-0.08383561575663788,0.6373636683437387,P27,-0.11886616070872393,-0.17181849137395896,-0.11886616070872393,0.8442521268190372,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,PO,Generalized Anxiety,Generalized Anxiety Raw,34,-0.040486980991128865,-0.3735384486409085,0.3018109027531583,0.8201590790255001,-0.06188119996683955,0.7280930501450487,P27,0.002787914878868251,-0.06921323065607127,0.002787914878868251,0.9609147156860134,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,PO,Obsessive Compulsive,Obsessive Compulsive Raw,34,-0.018126950260157457,-0.3541219114934318,0.3220126569057982,0.9189534930002601,0.056010329466802025,0.7530466843452233,P30,0.026093761767499793,-0.04132693581617835,0.026093761767499793,0.9704266697631894,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,CP,Social Phobia,Social Phobia Raw,34,-0.2331266393868757,-0.5295453966013411,0.11402854821071172,0.1845505808648644,-0.1268678964967797,0.4746168282753087,P27,-0.1621518677649591,-0.27388080402071013,-0.1621518677649591,0.5859058436648759,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,CP,Panic Disorder,Panic Disorder Raw,34,-0.07310611415986704,-0.4013496536738934,0.2717784858224777,0.6811574617789418,0.0356277333657989,0.8414521016517835,P4,0.05526950177274614,-0.16409066158063906,0.05526950177274614,0.9131469798364417,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,CP,Major Depression,Major Depression Raw,34,-0.027945995948625815,-0.36268419119587986,0.3131793648504218,0.8753338217875952,0.16016086940986982,0.36556118390312153,P27,0.08396810199008761,-0.06706206259637428,0.08396810199008761,0.9704266697631894,1.0,1.0,0.9816290320627653,1.0,1.0
Workbook QC flags honored,Neutral Sad,CP,Separation Anxiety,Separation Anxiety Raw,34,-0.2205908145084286,-0.519968791902935,0.12705252462534838,0.20996753392669493,-0.013662100345526177,0.9388727350701473,P27,-0.040423088454197204,-0.2716924673187129,-0.040423088454197204,0.6299026017800848,1.0,1.0,0.9816290320627653,1.0,1.0
